country,BEL,BEL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.63525
1960-Q2,,22.91406
1960-Q3,,23.1944
1960-Q4,,23.47627
1961-Q1,4.953328,23.75645
1961-Q2,4.886372,24.03372
1961-Q3,4.940566,24.34033
1961-Q4,5.112483,24.67649
1962-Q1,5.271922,25.00887
1962-Q2,5.43332,25.33955
1962-Q3,5.267356,25.62243
1962-Q4,4.764617,25.85223
1963-Q1,4.283888,26.08022
1963-Q2,3.815037,26.30627
1963-Q3,4.157357,26.68764
1963-Q4,5.342046,27.23327
1964-Q1,6.496728,27.77458
1964-Q2,7.633372,28.31432
1964-Q3,7.521538,28.69496
1964-Q4,6.154569,28.90936
1965-Q1,4.849101,29.1214
1965-Q2,3.595216,29.33228
1965-Q3,2.973809,29.54829
1965-Q4,2.971698,29.76846
1966-Q1,2.971085,29.98662
1966-Q2,2.969128,30.2032
1966-Q3,3.103288,30.46526
1966-Q4,3.37955,30.7745
1967-Q1,3.648901,31.0808
1967-Q2,3.91287,31.38501
1967-Q3,4.002078,31.68451
1967-Q4,3.907737,31.97709
1968-Q1,3.81834,32.26757
1968-Q2,3.734144,32.55697
1968-Q3,4.122067,32.99056
1968-Q4,4.995954,33.57465
1969-Q1,5.851068,34.15557
1969-Q2,6.675,34.73015
1969-Q3,7.03382,35.31106
1969-Q4,6.911449,35.89514
1970-Q1,6.78099,36.47166
1970-Q2,6.668751,37.04622
1970-Q3,6.148273,37.48208
1970-Q4,5.213219,37.76643
1971-Q1,4.319317,38.04699
1971-Q2,3.456348,38.32666
1971-Q3,3.317884,38.72569
1971-Q4,3.929018,39.25028
1972-Q1,4.532774,39.77157
1972-Q2,5.123918,40.29049
1972-Q3,5.54801,40.8742
1972-Q4,5.796532,41.52544
1973-Q1,6.036292,42.17229
1973-Q2,6.260628,42.81292
1973-Q3,6.237782,43.42384
1973-Q4,5.956897,43.99907
1974-Q1,5.66997,44.56345
1974-Q2,5.410429,45.12929
1974-Q3,4.0998,45.20413
1974-Q4,1.71072,44.75177
1975-Q1,-0.5818047,44.30418
1975-Q2,-2.814653,43.85905
1975-Q3,-2.482813,44.0818
1975-Q4,0.5986382,45.01966
1976-Q1,3.722736,45.95351
1976-Q2,6.890961,46.88136
1976-Q3,7.279997,47.29095
1976-Q4,4.752458,47.15921
1977-Q1,2.337543,47.02769
1977-Q2,0.03555122,46.89803
1977-Q3,-0.5205308,47.04479
1977-Q4,0.6954575,47.48718
1978-Q1,1.912088,47.9269
1978-Q2,3.12193,48.36216
1978-Q3,3.462551,48.67374
1978-Q4,2.87134,48.8507
1979-Q1,2.294733,49.0267
1979-Q2,1.733961,49.20073
1979-Q3,2.046962,49.67007
1979-Q4,3.280563,50.45327
1980-Q1,6.781735,52.35156
1980-Q2,5.695114,52.00277
1980-Q3,3.671016,51.49347
1980-Q4,1.852922,51.38813
1981-Q1,-1.818304,51.39965
1981-Q2,0.2812203,52.14901
1981-Q3,0.838778,51.92538
1981-Q4,1.316052,52.06443
1982-Q1,1.428612,52.13395
1982-Q2,0.2404292,52.27439
1982-Q3,0.7855745,52.33329
1982-Q4,-0.1201604,52.00187
1983-Q1,-0.2353425,52.01125
1983-Q2,-0.4564387,52.0358
1983-Q3,0.2614238,52.47011
1983-Q4,2.027788,53.05635
1984-Q1,2.422061,53.271
1984-Q2,2.530255,53.35244
1984-Q3,1.97317,53.50543
1984-Q4,1.496204,53.85019
1985-Q1,1.519555,54.08048
1985-Q2,1.734794,54.27799
1985-Q3,2.130812,54.64553
1985-Q4,2.002578,54.92858
1986-Q1,2.124696,55.22953
1986-Q2,1.960227,55.34196
1986-Q3,2.521072,56.02319
1986-Q4,0.8135394,55.37545
1987-Q1,0.9724264,55.76659
1987-Q2,1.887003,56.38626
1987-Q3,2.054659,57.17427
1987-Q4,4.580977,57.91218
1988-Q1,4.875906,58.48572
1988-Q2,4.690128,59.03085
1988-Q3,4.516047,59.75629
1988-Q4,4.195403,60.34183
1989-Q1,3.957929,60.80054
1989-Q2,3.987844,61.38491
1989-Q3,3.107016,61.61293
1989-Q4,3.432484,62.41306
1990-Q1,4.256838,63.38873
1990-Q2,2.899065,63.1645
1990-Q3,2.654474,63.24842
1990-Q4,2.568048,64.01585
1991-Q1,0.5535409,63.7396
1991-Q2,2.088653,64.48379
1991-Q3,2.641103,64.91888
1991-Q4,1.923674,65.24731
1992-Q1,3.800508,66.16203
1992-Q2,1.355214,65.35768
1992-Q3,0.9869511,65.5596
1992-Q4,-0.7598484,64.75153
1993-Q1,-2.875422,64.2596
1993-Q2,-0.6868294,64.90878
1993-Q3,-0.6793972,65.11419
1993-Q4,1.517812,65.73434
1994-Q1,3.014709,66.19684
1994-Q2,3.157015,66.95796
1994-Q3,3.119258,67.14527
1994-Q4,3.864636,68.27473
1995-Q1,3.08187,68.23694
1995-Q2,2.338763,68.52396
1995-Q3,2.665165,68.9348
1995-Q4,1.174874,69.07687
1996-Q1,1.026925,68.93768
1996-Q2,1.309799,69.42148
1996-Q3,1.169705,69.74113
1996-Q4,1.757897,70.29117
1997-Q1,2.985407,70.99575
1997-Q2,3.849558,72.0939
1997-Q3,4.284751,72.72937
1997-Q4,4.045012,73.13445
1998-Q1,3.280151,73.32452
1998-Q2,2.045164,73.56834
1998-Q3,1.449199,73.78336
1998-Q4,1.113036,73.94846
1999-Q1,1.904799,74.72121
1999-Q2,2.956681,75.74352
1999-Q3,4.147585,76.84359
1999-Q4,5.145646,77.75359
2000-Q1,4.798243,78.30651
2000-Q2,4.127696,78.86998
2000-Q3,3.112977,79.23571
2000-Q4,2.902469,80.01037
2001-Q1,2.2335,80.05548
2001-Q2,1.521366,80.06989
2001-Q3,0.8601473,79.91725
2001-Q4,-0.2159542,79.83758
2002-Q1,0.585146,80.52393
2002-Q2,1.427835,81.21315
2002-Q3,2.165662,81.64799
2002-Q4,2.649962,81.95325
2003-Q1,1.506807,81.73727
2003-Q2,0.8604794,81.91197
2003-Q3,0.7336257,82.24699
2003-Q4,1.056515,82.8191
2004-Q1,2.842043,84.06027
2004-Q2,3.609432,84.86853
2004-Q3,4.087254,85.60863
2004-Q4,3.736801,85.91388
2005-Q1,2.742949,86.366
2005-Q2,2.374112,86.8834
2005-Q3,1.890495,87.22705
2005-Q4,2.307237,87.89612
2006-Q1,2.397413,88.43655
2006-Q2,2.14891,88.75045
2006-Q3,2.642265,89.53182
2006-Q4,3.017496,90.54838
2007-Q1,3.839182,91.83179
2007-Q2,3.944579,92.25128
2007-Q3,3.832958,92.96354
2007-Q4,3.083887,93.34079
2008-Q1,2.082244,93.74396
2008-Q2,1.68257,93.80347
2008-Q3,0.3139037,93.25536
2008-Q4,-2.258376,91.2328
2009-Q1,-3.625919,90.34488
2009-Q2,-3.641015,90.38807
2009-Q3,-1.849736,91.53038
2009-Q4,1.131079,92.26472
2010-Q1,2.654143,92.74276
2010-Q2,3.616108,93.6566
2010-Q3,2.749811,94.04729
2010-Q4,2.447018,94.52245
2011-Q1,2.409564,94.97746
2011-Q2,1.620425,95.17424
2011-Q3,1.48815,95.44685
2011-Q4,1.272482,95.72523
2012-Q1,1.003608,95.93066
2012-Q2,0.7937629,95.9297
2012-Q3,0.7502615,96.16296
2012-Q4,0.411143,96.1188
2013-Q1,-0.07905059,95.85482
2013-Q2,0.5053285,96.41446
2013-Q3,0.5719818,96.71299
2013-Q4,0.837894,96.92417
2014-Q1,1.550217,97.34078
2014-Q2,1.228594,97.599
2014-Q3,1.612887,98.27287
2014-Q4,1.921344,98.78642
2015-Q1,2.012721,99.29998
2015-Q2,2.426382,99.96712
2015-Q3,1.918418,100.1581
2015-Q4,1.811274,100.5757
2016-Q1,1.34273,100.6333
2016-Q2,1.219501,101.1862
2016-Q3,1.203757,101.3638
2016-Q4,1.300883,101.8841
2017-Q1,1.90299,102.5483
2017-Q2,1.590916,102.796
2017-Q3,1.347589,102.7298
2017-Q4,1.638433,103.5534
2018-Q1,1.356361,103.9393
2018-Q2,1.569737,104.4096
2018-Q3,2.032349,104.8176
2018-Q4,2.209924,105.8418
2019-Q1,2.092742,106.1145
2019-Q2,2.187204,106.6933
2019-Q3,2.530359,107.4699
2019-Q4,2.151259,108.1188
2020-Q1,-1.037586,105.0134
2020-Q2,-12.79285,93.04417
2020-Q3,-3.266433,103.9594
2020-Q4,-4.353964,103.4113
2021-Q1,-0.1819046,104.8224
2021-Q2,14.6045,106.6328
2021-Q3,4.954755,109.1104
2021-Q4,6.11256,109.7324
2022-Q1,5.278437,110.3554
2022-Q2,4.053653,110.9553
2022-Q3,1.589228,110.8444
